Field=#~Integer~#~50|Field=Assembly Info~String~Assembly Info~100|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=Quantity~Integer~Quantity~100|Field=Manufacturer Part Number~String~Manufacturer Part Number~100|Field=PartType~String~PartType~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Manufacturer~String~Manufacturer~100|Field=Part Description~String~Part Description~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~LimeSDR-QPCIe_1v2.PrjPcb|ReportField=ProjectFullPath~E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-QPCIe_1v2\AltiumDesigner Design files\LimeSDR-QPCIe_1v2.PrjPcb|ReportField=Title~Bill of Materials For Project [LimeSDR-QPCIe_1v2.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~2025|ReportField=ReportTime~16:24:36|ReportField=ReportDate~2017-09-21|ReportField=ReportDateTime~2017-09-21 16:24:36|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~Surrey Tech Centre|ReportField=Address2~Guildford GU2 7YG|ReportField=Address3~Surrey|ReportField=Address4~United Kingdom|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~2017-09-21|ReportField=CurrentTime~16:22:35|ReportField=Date~|ReportField=DocumentFullPathAndName~E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-QPCIe_1v2\AltiumDesigner Design files\Schematics\01_BlockDiagram.SchDoc|ReportField=DocumentName~01_BlockDiagram.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~2017-09-21|ReportField=Organization~Lime Microsystems|ReportField=ProjectName~LimeSDR-QPCIe_1v2.PrjPcb|ReportField=Revision~v1.2|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~27|ReportField=Time~|ReportField=Title~Block diagram|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=0.70:XCorrection=1.00:YCorrection=1.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=1:PaperLength=2970:PaperWidth=2100:Scale=100:PaperSource=7:PrintQuality=600:MediaType=1:DitherType=10:PrintScaleMode=1:PaperKind=A4:PaperIndex=9|ReportField=DataSourceFileName~LimeSDR-QPCIe_1v2.PrjPcb|ReportField=DataSourceFullPath~E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-QPCIe_1v2\AltiumDesigner Design files\LimeSDR-QPCIe_1v2.PrjPcb
1||CR1220 Battery Holder||BATT1|CR1220_SMD_holder|1||CR1220 Battery Holder|BC501SM|Digi-Key|BC501SM-ND|MPD (Memory Protection Devices)|HOLDER COIN CELL FOR CR1220 SMD
104||100uH||MN1, MN2, MN3, MN4, MN57, MN58, MN59, MN60|RES0805|8|MLF2012C101KT000|100uH|MLF2012C101KT000|Digi-Key|445-1071-1-ND|TDK Corporation|100µH Shielded Multilayer Inductor 2mA 3.1 Ohm Max 0805 (2012 Metric)
105|NF, NF, [NoValue], [NoValue], NF, NF, NF, NF, [NoValue], [NoValue], NF, NF|0.5pF||MN11, MN13, MN29, MN30, MN43, MN45, MN67, MN69, MN85, MN86, MN99, MN101|CAP0402|12||0.5pF|CC0402CRNPO9BNR50|Digi-Key|311-1001-1-ND|Yageo|0.50pF ±0.25pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
106||2pF||MN12, MN14, MN41, MN42, MN47, MN48, MN68, MN70, MN97, MN98, MN102, MN104|CAP0402|12||2pF|04025U2R0BAT2A|Farnell|2332536|AVX|2pF ±0.1pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
107||0uH (0R)||MN17, MN18, MN19, MN20, MN73, MN74, MN75, MN76|RES0805|8||0uH (0R)|CR0805-J/-000ELF|Farnell|2008388|BOURNS|RES SMD 0.0 OHM JUMPER 1/8W 0805
108||8.2nH, 5%||MN21, MN22, MN23, MN24, MN35, MN36, MN77, MN78, MN79, MN80, MN91, MN92|RES0402|12||8.2nH, 5%|0402HP-8N2XJLU|Farnell|2285826|COILCRAFT|Surface Mount High Frequency Inductor, 0402HP Series, 8.2 nH, 1.5 A, 0402 [1005 Metric], Wirewound
109||0.8pF||MN25, MN26, MN31, MN32, MN81, MN82, MN87, MN88|CAP0402|8||0.8pF|GRM1555C1HR80BA01D|Digi-Key|490-6269-1-ND|Murata Electronics North America|0.80pF ±0.1pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
110|NF, NF, [NoValue], [NoValue], NF, NF, [NoValue], [NoValue]|1pF||MN27, MN28, MN44, MN46, MN83, MN84, MN100, MN103|CAP0402|8||1pF|C1005C0G1H010B050BA|Digi-Key|445-4854-6-ND|TDK Corporation|1pF ±0.1pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
111||510pF||MN33, MN34, MN39, MN40, MN49, MN50, MN55, MN56, MN89, MN90, MN95, MN96, MN105, MN106, MN111, MN112|CAP0402|16||510pF|GRM1555C1H511JA01D|Digi-Key|490-3237-1-ND|Murata Electronics North America|510pF ±5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
112||1.2pF||MN37, MN38, MN53, MN54, MN93, MN94, MN109, MN110|CAP0402|8||1.2pF|GRM1555C1H1R2CA01D|Digi-Key|490-5927-1-ND|Murata Electronics North America|1.2pF ±0.25pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
113|NF|10nH, 5%||MN51, MN52, MN107, MN108|RES0402|4||10nH, 5%|0402HP-10NXJLU|Farnell|2285830|COILCRAFT|Surface Mount High Frequency Inductor, 0402HP Series, 10 nH, 1.3 A, 0402 [1005 Metric], Wirewound
114|[NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoParam], NF, [NoParam], [NoParam], NF, [NoParam], NF, NF, [NoParam], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoParam], [NoParam], [NoValue], NF, [NoParam], [NoParam], NF, NF, NF, NF, [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], NF, NF, [NoValue], [NoValue], NF, NF, [NoValue], [NoValue], NF, NF, [NoValue], NF, NF, [NoParam], [NoParam], [NoValue], NF, NF, NF, NF, NF, NF, [NoValue], NF, [NoParam], [NoParam], [NoValue], [NoValue], [NoValue], NF, NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], NF, NF, [NoValue], NF, NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], NF, NF, [NoValue], [NoValue], NF, NF, NF, [NoValue], NF, [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue]|0R||R1, R3, R4, R7, R10, R11, R14, R17, R20, R21, R23, R24, R29, R30, R31, R35, R40, R41, R45, R47, R57, R58, R63, R64, R89, R92, R93, R94, R95, R96, R97, R100, R101, R102, R108, R110, R114, R117, R118, R119, R120, R121, R122, R125, R126, R127, R133, R134, R137, R138, R139, R140, R141, R142, R145, R146, R147, R153, R156, R157, R158, R159, R160, R161, R163, R164, R166, R167, R168, R169, R171, R172, R183, R184, R185, R186, R187, R188, R190, R191, R211, R218, R220, R223, R226, R233, R234, R235, R236, R237, R239, R241, R243, R268, R269, R270, R271, R272, R273, R274, R275, R276, R277, R278, R279, R280, R281, R282, R283, R286, R287, R288, R290, R313, R316, R317, R320, R321, R322, R323, R324, R325, R326, R335, R336, R338, R339, R342, R358, R361, R365, R367, R369, R370, R373, R375, R376, R377, R378, R380, R381, R382, R383, R390, R391, R395, R411, R412, R413, R414, R415, R416, R419, R420, R421, R422, R423, R424, R438, R441, R455, R465, R468, R469, R473, R474, R477, R478, R483, R484, R489, R490, R495, R496, R501, R502|RES0402|176||0R|RC0402JR-070RL|Digi-Key|311-0.0JRTR-ND|Yageo|RES SMD 0.0OHM JUMPER 1/16W 0402
115|[NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue]|10k, 1%||R2, R5, R6, R8, R9, R18, R19, R22, R25, R26, R27, R28, R37, R38, R90, R103, R105, R106, R107, R111, R112, R113, R115, R128, R130, R131, R132, R135, R148, R150, R151, R152, R162, R165, R174, R175, R177, R178, R219, R221, R222, R238, R240, R242, R294, R296, R298, R302, R305, R307, R309, R331, R332, R333, R334, R344, R352, R362, R363, R392, R396, R397, R399, R405, R409, R431, R432, R435, R443, R454, R456, R460, R461, R463, R464, R475, R479, R480, R485, R486, R493, R494|RES0402|82||10k, 1%|RC0402FR-0710KL|Digi-Key|311-10.0KLRTR-ND|Yageo|RES SMD 10K OHM 1% 1/16W 0402
116||49.9R, 1%||R12, R13, R15, R16, R32, R33, R34, R36, R109, R254, R256, R366, R371, R386, R393, R400, R401, R402, R403, R404, R407, R410, RA5, RA6, RA7, RA8, RA13, RA14, RA15, RA16|RES0402|30||49.9R, 1%|RC1005F49R9CS|Digi-Key|1276-3469-6-ND|Samsung Electro-Mechanics America, Inc.|RES SMD 49.9 OHM 1% 1/16W 0402
117||0R||R39, R49, R50, R51, R53, R54, R55, R56, R66, R67, R68, R70, R71, R72|RES0201|14||0R|MCR006YRTJ000|Digi-Key|RHM0.0CCCT-ND|Rohm Semiconductor|RES SMD 0.0OHM JUMPER 1/20W 0201
118||10R||R42, R43, R48, R52, R59, R60, R65, R69|RES0201|8||10R|ERJ-1GEF10R0C|Digi-Key|P10.0ABCT-ND|Panasonic Electronic Components|RES SMD 10 OHM 1% 1/20W 0201
119||2k2, 1%||R44, R46, R61, R62, R297, R299, R300, R303, R318, R319, R348, R349, R350, R351|RES0402|14||2k2, 1%|RMCF0402FT2K20|Digi-Key|RMCF0402FT2K20CT-ND|Stackpole Electronics Inc|RES SMD 2.2K OHM 1% 1/16W 0402
120||100R, 1%||R73, R74, R77, R78, R79, R80, R81, R82, R85, R86, R87, R88, R154, R155, R194, R199, R202, R207, R208, R347, R353, R355|RES0402|22||100R, 1%|RMCF0402FT100R|Digi-Key|RMCF0402FT100RDKR-ND|Stackpole Electronics Inc.|RES SMD 100 OHM 1% 1/16W 0402
121|NF, NF, NF, NF, [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue]|1k, 1%||R75, R76, R83, R84, R170, R388, R394, R408, R503, R504|RES0402|10||1k, 1%|RMCF0402FT1K00|Digi-Key|RMCF0402FT1K00TR-ND|Stackpole Electronics Inc|RES SMD 1K OHM 1% 1/16W 0402
122||8.2k, 1%||R91, R104, R116, R129, R136, R149, R427, R476, R481, R482, R487, R488, R497, R498|RES0402|14||8.2k, 1%|RC0402FR-078K2L|Digi-Key|311-8.20KLRCT-ND|Yageo|RES SMD 8.2K OHM 1% 1/16W 0402
123||6.2k, 1%||R98, R123, R143|RES0402|3|RC0402FR-076K2L|6.2k, 1%|RC0402FR-076K2L|Digi-Key|311-6.20KLRCT-ND|Yageo|±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film
124||7.5k, 1%||R99, R124, R144, R470, R491, R492|RES0402|6|RC0402FR-077K5L|7.5k, 1%|AC0402FR-077K5L|Digi-Key|YAG3512CT-ND|Yageo|±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Thick Film
125||470R, 0.5%||R173, R453|RES0402|2||470R, 0.5%|ERA-2AED471X|Digi-Key|P470DETR-ND|Panasonic Electronic Components|RES SMD 470 OHM 0.5% 1/16W 0402
126||100K||R176, R310, R311|RES0402|3||100K|ERJ-2GEJ104X|Digi-Key|P100KJCT-ND|Panasonic Electronic Components|RES SMD 100K OHM 5% 1/10W 0402
127||4.7k, 1%||R179, R180, R181, R196, R204, R312, R314, R315, R356, R357, R359|RES0402|11||4.7k, 1%|RC0402FR-074K7L|Digi-Key|311-4.7KLRCT-ND|Yageo|RES SMD 4.7K OHM 1% 1/16W 0402
128||22R||R182, R292, R293, R385|RES0402|4||22R|RC0402FR-0722RL|Digi-Key|311-22.0LRTR-ND|Yageo|RES SMD 22 OHM 1% 1/16W 0402
129||2k, 1%||R189|RES0402|1||2k, 1%|RC0402FR-072KL|Digi-Key|311-2KLRCT-ND|Yageo|RES SMD 2K OHM 1% 1/16W 0402
130||8x51R||R192, R195, R197, R200, R203, R205|EXB2HV|6||8x51R|EXB2HV510JV|Farnell|2060069RL|PANASONIC ELECTRONIC COMPONENTS|RES ARRAY 8 RES 51 OHM 1506
131||240R, 1%||R193, R198, R201, R206|RES0402|4||240R, 1%|CRCW0402240RFKED|Digi-Key|541-240LDKR-ND|Vishay Dale|RES SMD 240 OHM 1% 1/16W 0402
132||560R, 1%||R209, R213, R224, R228, RA1, RA2, RA9, RA10|RES0402|8||560R, 1%|CRCW0402560RFKED|Digi-Key|541-560LCT-ND|Vishay Dale|RES SMD 560 OHM 1% 1/16W 0402
133||300R, 1%||R210, R214, R225, R229|RES0402|4||300R, 1%|CRCW0402300RFKED|Digi-Key|541-300LCT-ND|Vishay Dale|RES SMD 300 OHM 1% 1/16W 0402
134||24.9R, 1%||R212, R217, R227, R232|RES0402|4||24.9R, 1%|CRCW040224R9FKED|Digi-Key|541-24.9LCT-ND|Vishay Dale|RES SMD 24.9 OHM 1% 1/16W 0402
135||27R, 1%||R215, R216, R230, R231|RES0402|4||27R, 1%|CRCW040227R0FKED|Digi-Key|541-27.0LCT-ND|Vishay Dale|RES SMD 27 OHM 1% 1/16W 0402
136||150R, 1%||R244, R245, R252, R253, R258, R259, R266, R267|RES0402|8||150R, 1%|RC0402FR-07150RL|Digi-Key|311-150LRCT-ND|Yageo|RES SMD 150 OHM 1% 1/16W 0402
137||105R, 1%||R246, R247, R250, R251, R260, R261, R264, R265|RES0402|8||105R, 1%|RC0402FR-07105RL|Digi-Key|YAG2947CT-ND|Yageo|RES SMD 105 OHM 1% 1/16W 0402
138||115R, 1%||R248, R249, R262, R263|RES0402|4||115R, 1%|RC0402FR-07115RL|Digi-Key|YAG2957CT-ND|Yageo|RES SMD 115 OHM 1% 1/16W 0402
139||2.4k, 1%||R255, R257|RES0402|2|RC0402FR-072K4L|2.4k, 1%|RC0402FR-072K4L|Digi-Key|311-2.40KLRCT-ND|Yageo|2.4 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film
140||22R||R284, R285, R289, R291, R295, R301, R308|ChipResistorArray|7||22R|YC124-JR-0722RL|Digi-Key|YC124J-22TR-ND|Yageo|RES ARRAY 4 RES 22 OHM 0804
141||6.04K, 1%||R304|RES0402|1||6.04K, 1%|MCR01MRTF6041|Digi-Key|RHM6.04KCDTR-ND|Rohm Semiconductor|RES SMD 6.04K OHM 1% 1/16W 0402
142||200R, 1%||R306|RES0402|1||200R, 1%|RMCF0402FT200R|Digi-Key|RMCF0402FT200RDKR-ND|Stackpole Electronics Inc|RES SMD 200 OHM 1% 1/16W 0402
143||200R, 5%||R327, R328, R329, R330|ChipResistorArray|4||200R, 5%|CRA04S083200RJTD|Digi-Key|CRA4S8200DKR-ND|Vishay Dale|RES ARRAY 4 RES 200 OHM 0804
144||249R, 1%||R337, R340, R341, R343, R345, R346|RES0402|6||249R, 1%|RMCF0402FT249R|Digi-Key|RMCF0402FT249RCT-ND|Stackpole Electronics Inc|RES SMD 249 OHM 1% 1/16W 0402
145||10R, 5%||R354, R387|RES0402|2||10R, 5%|RC0402JR-0710RL|Digi-Key|311-10JRTR-ND|Yageo|RES SMD 10 OHM 5% 1/16W 0402
146|NF, [NoValue], NF, NF, [NoValue], NF, NF, [NoValue]|0R||R360, R364, R368, R372, R374, R379, R384, R389|RES0402_v2|8||0R|RC0402JR-070RL|Digi-Key|311-0.0JRTR-ND|Yageo|RES SMD 0.0OHM JUMPER 1/16W 0402
147||5.1k, 1%||R398|RES0402|1||5.1k, 1%|RC0402FR-075K1L|Digi-Key|311-5.10KLRCT-ND|Yageo|5.1 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film
148||3k, 1%||R406, R450|RES0402|2||3k, 1%|CRCW04023K00FKED|Digi-Key|541-3.00KLCT-ND|Vishay Dale|RES SMD 3K OHM 1% 1/16W 0402
149|NF|0R||R417, R418, R457, R462, R472|RES0805|5||0R|CRCW08050000Z0EA|Digi-Key|541-0.0ATR-ND|Vishay Dale|RES SMD 0.0 OHM JUMPER 1/8W 0805
150||15k, 1%||R425, R440, R459, R467, R471, R499, R500|RES0402|7||15k, 1%|RC0402FR-0715KL|Digi-Key|311-15.0KLRCT-ND|Yageo|RES SMD 15K OHM 1% 1/16W 0402
151|NF, NF, NF, [NoValue], NF, NF, [NoValue], [NoValue]|44.2k, 1%||R426, R428, R437, R442, R444, R446, R451, R452|RES0402|8||44.2k, 1%|ERJ-2RKF4422X|Digi-Key|P44.2KLCT-ND|Panasonic Electronic Components|RES SMD 44.2K OHM 1% 1/10W 0402
152||100k, 5%||R429, R439, R447, R448, R505, R506|RES0402|6||100k, 5%|ERJ-2GEJ104X|Digi-Key|P100KJTR-ND|Panasonic Electronic Components|RES SMD 100K OHM 5% 1/10W 0402
153||124k, 1%||R430|RES0402|1||124k, 1%|ERJ-2RKF1243X|Digi-Key|P124KLCT-ND|Panasonic Electronic Components|RES SMD 124K OHM 1% 1/10W 0402
154||39k, 1%||R433|RES0402|1||39k, 1%|CRCW040239K0FKED|Digi-Key|541-39.0KLCT-ND|Vishay Dale|RES SMD 39K OHM 1% 1/16W 0402
155||66.5k||R434|RES0402|1||66.5k|ERJ-2RKF6652X|Digi-Key|P66.5KLDKR-ND|Panasonic Electronic Components|RES SMD 66.5K OHM 1% 1/10W 0402
156||47.5k, 1%||R436, R458, R466|RES0402|3|ERJ-2RKF4752X|47.5k, 1%|ERJ-2RKF4752X|Digi-Key|P47.5KLCT-ND|Panasonic Electronic Components|RES SMD 47.5K OHM 1% 1/10W 0402
157||22k, 1%||R445|RES0402|1||22k, 1%|RC0402FR-0722KL|Digi-Key|311-22.0KLRCT-ND|Yageo|RES SMD 22K OHM 1% 1/16W 0402
158||2.21k, 1%||R449|RES0402|1||2.21k, 1%|RMCF0402FT2K21|Digi-Key|RMCF0402FT2K21CT-ND|Stackpole Electronics Inc.|RES SMD 2.21K OHM 1% 1/16W 0402
159||2.49k, 1%||RA3, RA4, RA11, RA12|RES0402|4|RC0402FR-072K49L|2.49k, 1%|RC0402FR-072K49L|Digi-Key|311-2.49KLRDKR-ND|Yageo|RES SMD 2.49K OHM 1% 1/16W 0402
160||Switch, tactile||SW1|SW_tactile|1||Switch, tactile|B3U-1000P|Digi-Key|SW1020TR-ND|Omron Electronics Inc-EMC Div|Tactile Switch SPST-NO Top Actuated Surface Mount
161||4 bit switch||SW2|SW_4WAY_SMD_1P27|1||4 bit switch|A6H-4101|Digi-Key|SW1080-ND|Omron Electronics Inc-EMC Div|Dip Switch SPST 4 Position Surface Mount Slide (Standard) Actuator 25mA 24VDC
162||ON-ON|Switch THD vertical toggle SPDT|SW3|SWITCH_SPDT_SLIDER_v2|1||ON-ON|1101M2S3CQE2|Digi-Key|CKN5001-ND|C&K Components|Slide Switch SPDT Through Hole
163||JA4220-AL_||T1, T2, T5, T6, T9, T10, T11, T12, T15, T16, T19, T20|JA4220-AL_|12||JA4220-AL_|Supplier disabled|Coilcraft|JA4220-AL_|Coilcraft|RF balun; 1:1 ratio; 3 dB bandwidth: 0.1 MHz to 3.5 GHz; 3.8mm x 3.8mm
164||TCM1-63AX+||T3, T4, T7, T8, T13, T14, T17, T18|TCM1-63AX+_v2|8||TCM1-63AX+|TCM1-63AX+|Mini-circuits|TCM1-63AX+|Mini-circuits|BALUN WIDE BAND
165||TESTPOINT_THT_MINI|Test Point PCB mount Miniature White|TP1, TP2, TP3, TP4, TP5|TP-SMD-LOW_PROFILE|5||TESTPOINT_THT_MINI|S1751-46R|Digi-Key|952-1478-2-ND|Harwin Inc|Natural PC Test Point 0.128" x 0.065" x 0.079" (3.25mm x 1.65mm x 2.00mm) Brass, Tin Plating Surface Mount Mounting Type
166||MMBD1205||VD1|SOT23-3_v2|1||MMBD1205|MMBD1205|Digi-Key|MMBD1205CT-ND|Fairchild Semiconductor|Diode Array 1 Pair Common Anode Standard 100V 200mA Surface Mount TO-236-3, SC-59, SOT-23-3
167||RF MOSFET||VT1, VT2, VT3, VT4, VT5, VT6, VT7, VT8, VT9, VT10, VT11, VT12|BF1105R_SOT143R4|12||RF MOSFET|BF1105R,215|Digi-Key|568-12530-6-ND|NXP Semiconductors|RF MOSFET Transistors Trans MOSFET N-CH 7V 0.03A 4pin(3+Tab)
168||NDS331N|NDS331N|VT13, VT14, VT15, VT16, VT17, VT18|SOT23-3|6|NDS331N|NDS331N|NDS331N|Digi-Key|NDS331NCT-ND|Fairchild Semiconductor|MOSFET N-CH 20V 1.3A SSOT3
169||BSC093N04LS G||VT19, VT20|BSC093N04LS_G|2||BSC093N04LS G|BSC093N04LS G|Digi-Key|BSC093N04LS GDKR-ND|Infineon Technologies|MOSFET N-CH 40V 49A TDSON-8
170||U7475LF 30.72MHz||XO1|AOCJYR-10.000MHz|1||U7475LF 30.72MHz|U7475LF 30.72MHz|Digi-key|535-12623-1-ND|Rakon|ROM9070SA 30.72MHz MERC+ 9x7 HOT RC2.5 3.3V PULL
171|NF|E6245LF 30.72 MHz||XO2|RAKON_RPT7050A|1||E6245LF 30.72 MHz|E6245LF|Rakon|E6245LF|Rakon|TCXO 30.72MHz, E6245LF
172||E5280LF 30.72MHz||XO3|RAKON_TXCO|1||E5280LF 30.72MHz|E5280LF|Rakon|E5280LF|Rakon|TCXO 30.72MHz, E5280LF
173||RTX5032A, 40.00MHz||XO4|RAKON_RTX5032A|1||RTX5032A, 40.00MHz|RTX5032A|RAKON|RTX5032A|Rakon|RTX5032A 40MHz, High performance TCXO, With VC, Filter Enabled, 10-pin 5mm x 3.2 mm x 1.65 mm package
174||KC5032A 100MHz|Oscillator Crystal|XO5|CRYSTAL_4-LCC_v4|1||KC5032A 100MHz|KC5032A100.000C1GE00|Digi-Key|1253-1302-1-ND|AVX Corp/Kyocera Corp|100MHz CMOS XO (Standard) Oscillator Surface Mount 1.6 V ~ 3.63 V 19mA Standby (Power Down)
175||KC5032A 125MHz|Oscillator Crystal|XO6|CRYSTAL_4-LCC_v4|1||KC5032A 125MHz|KC5032A125.000C1GE00|Digi-Key|1253-1304-1-ND|AVX Corp/Kyocera Corp|125MHz CMOS XO (Standard) Oscillator Surface Mount 1.6 V ~ 3.63 V 22mA Standby (Power Down)
176||SG3225|Oscillator Crystal|XO7, XO8, XO9|CRYSTAL_6-LCC|3||SG3225|SG3225VAN 125.000000M-KEGA3|Digi-Key|SER3930CT-ND|EPSON|125MHz LVDS XO (Standard) Oscillator Surface Mount 2.5 V ~ 3.3 V 30mA Enable/Disable
177||19.2MHz|Oscillator Crystal 19.2 MHz|XT1|CRYSTAL_4-LCC_v2|1||19.2MHz|405C35B19M20000|Digi-Key|CTX648CT-ND|CTS-Frequency Controls|19.2MHz ±30ppm Crystal 13pF 60 Ohm -20°C ~ 70°C Surface Mount 4-SMD, No Lead (DFN, LCC)
178||25MHz|Oscillator Crystal 25 MHz|XT2|CRYSTAL_4-LCC|1||25MHz|ABM8-25.000MHZ-B2-T|Newark|13J1767|ABRACON|25MHz ±20ppm Crystal 18pF 50 Ohm -20°C ~ 70°C Surface Mount 4-SMD, No Lead (DFN, LCC
